"","HSBC","CLP","CK"
"12/09/2000",103.01038776571,26.5100732271366,92.1785800947508
"14/09/2000",102.546377010009,26.6561342366525,92.6549551856798
"15/09/2000",103.01038776571,26.7291647414105,90.9876423674284
"18/09/2000",98.3702802086964,26.6561342366525,87.4148291854614
"19/09/2000",97.4422586972936,26.9482562556843,90.0348921855706
"20/09/2000",98.3702802086964,26.2179512081048,88.6057669127837
"21/09/2000",97.906269452995,25.7067376747991,86.7002665490679
"22/09/2000",95.586215674488,25.6337071700412,85.0329537308166
"25/09/2000",100.226323231502,25.4876461605253,87.8912042763903
"26/09/2000",100.690333987203,24.9034021224617,86.9384540945324
"27/09/2000",101.618355498606,24.6843106081878,87.8912042763903
"28/09/2000",100.690333987203,24.7573411129457,88.6057669127837
"29/09/2000",101.154344742905,25.5606766652832,89.7967046401061
"03/10/2000",103.938409277113,25.4876461605253,88.3675793673193
"04/10/2000",103.01038776571,25.3415851510094,89.7967046401061
"05/10/2000",103.474398521412,25.0494631319776,91.2258299128929
"09/10/2000",101.618355498606,25.1224936367355,88.6057669127837
"10/10/2000",101.154344742905,24.9034021224617,87.7734734857256
"11/10/2000",96.9782479415922,25.1224936367355,87.0559791520548
"12/10/2000",96.9782479415922,25.4876461605253,87.0559791520548
"13/10/2000",95.1222049187866,25.6337071700412,85.381825706823
"16/10/2000",98.3702802086964,26.5100732271366,85.6209904847133
"17/10/2000",100.690333987203,26.1449207033468,85.6209904847133
"18/10/2000",99.2983017200992,26.4370427223787,82.5118483721399
"19/10/2000",97.4422586972936,26.1449207033468,82.9901779279204
"20/10/2000",99.7623124758006,25.9988596938309,85.8601552626035
"23/10/2000",102.546377010009,25.4876461605253,85.381825706823
"24/10/2000",102.546377010009,26.0718901985889,84.6643313731522
"25/10/2000",103.01038776571,25.925829189073,83.9468370394815
"26/10/2000",100.226323231502,26.2179512081048,82.9901779279204
"27/10/2000",99.7623124758006,26.4370427223787,81.3160244826886
"30/10/2000",99.2983017200992,26.3640122176207,81.7943540384691
"31/10/2000",100.690333987203,26.5831037318946,82.5118483721399
"01/11/2000",104.866430788516,26.4370427223787,86.5776495962743
"02/11/2000",104.866430788516,25.852798684315,88.0126382636159
"03/11/2000",108.114506078426,25.852798684315,89.2084621530672
"06/11/2000",107.650495322724,26.0718901985889,88.2518030415061
"07/11/2000",108.114506078426,26.0718901985889,89.925956486738
"08/11/2000",107.186484567023,26.1449207033468,88.9692973751769
"09/11/2000",106.722473811322,26.3640122176207,87.5343087078354
"10/11/2000",106.722473811322,26.5100732271366,86.8168143741646
"13/11/2000",103.01038776571,25.9988596938309,84.9034961510425
